K2-136 d,25.575065,2.7,1.45,4.87,59.35,4499,-0.788,0.74,0.66
K2-137 b,0.179715,158.915,0.89,,99.15,3492,-1.484,0.46,0.44
K2-138 b,2.35322,3.09,1.57,4.39,183,5378,-0.287,0.93,0.86
K2-138 c,3.55987,6.9,2.52,2.37,183,5378,-0.287,0.93,0.86
K2-138 d,5.40478,7.56,2.66,2.21,183,5378,-0.287,0.93,0.86
K2-138 e,8.26144,10.8,3.29,1.67,183,5378,-0.287,0.93,0.86
K2-138 f,12.75759,8.3,2.81,2.06,183,5378,-0.287,0.93,0.86
K2-139 b,28.380619,123.00021,9.11,0.91,154.6,5370,-0.299,0.96,0.88
K2-14 b,8.36802,20.7,4.81,1.02,367.72,3789,-0.968,0.47,0.45
K2-140 b,6.56918,323.86877,12.25,0.963,341.6,5705,-0.019,1,0.99
K2-141 b,0.2803244,5.08,1.51,8.2,61.98,4599,-0.75,0.71,0.68
K2-141 c,7.7485,7.4,7,,61.98,4599,-0.75,0.71,0.68
K2-146 b,2.644661,5.27,2.15,2.91,79.5,3398,-1.824,0.33,0.33
K2-147 b,0.961917,2.48,1.38,5.19,88,3672,-1.292,0.58,0.55
K2-148 b,4.38395,2.33,1.33,5.44,121,4079,-0.996,0.65,0.63
K2-148 c,6.9226,3.64,1.73,3.86,121,4079,-0.996,0.65,0.63
K2-148 d,9.7579,3.33,1.64,4.15,121,4079,-0.996,0.65,0.63
K2-149 b,11.332,3.33,1.64,4.15,118,3745,-1.31,0.59,0.57
K2-15 b,11.8104,6.71,2.48,2.42,501.03,5131,-0.453,0.72,0.68
K2-150 b,10.59357,4.66,2,3.2,110,3499,-1.585,0.46,0.44
K2-151 b,3.835476,2.83,1.49,4.7,69.61,3695,-1.553,0.47,0.45
K2-152 b,32.6479,5.86,2.29,2.68,108.7,4044,-1.085,0.63,0.61
K2-153 b,7.51574,4.66,2,3.2,143.6,3845,-1.367,0.55,0.53
K2-154 b,3.67626,4.62,1.99,3.22,129.8,4097,-1.039,0.65,0.63
K2-154 c,7.95486,4.94,2.07,3.06,129.8,4097,-1.039,0.65,0.63
K2-155 b,6.342,3.89,1.8,3.67,82,4258,-1.229,0.65,0.58
K2-155 c,13.85,7.27,2.6,2.27,82,4258,-1.229,0.65,0.58
K2-155 d,40.718,4.27,1.9,3.42,82,4258,-1.229,0.65,0.58
K2-156 b,0.81314,1.6,1.15,5.78,150.4,4597,-0.838,0.66,0.66
K2-157 b,0.365257,1.18,1.055,5.51,300.88,5456,-0.21,0.94,0.88
K2-158 b,10.06049,7.46,2.64,2.23,198.2,5503,-0.163,0.92,0.95
K2-158 c,5.90279,2.18,1.28,5.71,198.2,5503,-0.163,0.92,0.95
K2-159 b,12.42205,5.73,2.26,2.73,171.9,5425,-0.296,0.9,0.83
K2-16 b,7.6188,4.74,2.02,3.16,338.19,4742,-0.761,0.68,0.66
K2-16 c,19.07863,6.99,2.54,2.34,338.19,4742,-0.761,0.68,0.66
K2-160 b,3.705871,10.2,3.178,1.75,318.19,5649,-0.137,0.98,0.91
K2-161 b,9.283188,31.1,6.117,0.747,941.09,4972,0.919,0.99,2.57
K2-162 b,9.45889,2.67,1.44,4.91,125.1,4842,-0.657,0.75,0.69
K2-163 b,6.673117,6.65,2.466,2.44,209.67,4937,-0.541,0.83,0.76
K2-164 b,17.355066,10.6,3.249,1.7,379.64,5791,0.59,1.18,2.2
K2-165 b,2.354992,2.17,1.274,5.76,135.1,5185,-0.37,0.83,0.8
K2-165 c,4.382745,3.03,1.554,4.44,135.1,5185,-0.37,0.83,0.8
K2-165 d,14.101361,7.5,2.648,2.22,135.1,5185,-0.37,0.83,0.8
K2-166 b,8.52695,5.43,2.19,2.84,481,5960,0.458,1.16,1.61
K2-167 b,9.977481,8.34,2.819,2.05,81.08,5908,0.442,1.02,1.83
K2-168 b,15.853989,5.24,2.144,2.92,245.56,5554,-0.176,0.91,0.87
K2-169 b,6.380803,2.16,1.273,5.75,237.35,5548,-0.161,0.99,0.92
K2-17 b,17.96753,5.6,2.23,2.77,125.56,4320,-0.997,0.71,0.66
K2-170 b,7.576544,2.6,1.418,5.01,397.26,5748,0.072,0.96,0.98
K2-170 c,12.400047,3.9,1.802,3.66,397.26,5748,0.072,0.96,0.98
K2-171 b,5.628466,7.69,2.687,2.18,616.41,5250,0.516,0.89,1.72
K2-172 b,14.316941,3.42,1.666,4.06,251.51,5569,-0.232,0.93,0.87
K2-172 c,29.62682,10.4,3.206,1.73,251.51,5569,-0.232,0.93,0.87
K2-173 b,5.868699,3.22,1.608,4.25,230.14,5580,-0.22,0.88,0.84
K2-174 b,19.562307,7.27,2.6,2.27,100.1,4455,-0.808,0.7,0.68
K2-175 b,9.525988,4.81,2.038,3.12,249.01,5909,0.419,1.09,1.42
K2-176 b,5.329439,2.83,1.491,4.69,249.01,5428,-0.348,0.94,0.86
K2-177 b,14.155185,5.13,2.116,2.97,499.02,6063,0.342,1.21,1.21
K2-178 b,8.747818,12.4,3.558,1.51,216.08,5525,-0.284,0.95,0.89
K2-179 b,5.172191,6.86,2.513,2.38,191.84,5015,-0.604,0.82,0.77
K2-18 b,32.93963,7.96,2.38,3.3,34,3457,-1.66,0.36,0.41
K2-18 c,8.962,7.51,2.65,2.22,34,3457,-1.66,0.36,0.41
K2-180 b,8.867209,5.95,2.31,2.65,204.51,5358,-0.45,0.72,0.72
K2-181 b,6.894256,8.45,2.84,2.03,364.82,5608,-0.02,0.99,1.07
K2-182 b,4.736837,8.05,2.76,2.1,155.9,5165,-0.396,0.88,0.8
K2-183 b,0.469269,7.27,2.599,2.27,331.77,5519,-0.138,0.93,0.97
K2-183 c,10.792635,8.6,2.87,2,331.77,5519,-0.138,0.93,0.97
K2-183 d,22.631964,8.55,2.86,2.01,331.77,5519,-0.138,0.93,0.97
K2-184 b,16.995731,3.02,1.55,4.46,75.79,5220,-0.388,0.86,0.78
K2-185 b,10.616646,2.28,1.313,5.54,270.41,5722,-0.09,0.98,0.91
K2-186 b,41.474219,10.2,3.172,1.76,333.84,5784,0.05,1.02,0.98
K2-187 b,0.77392,2.24,1.3,5.6,333.51,5484,-0.21,0.98,0.92
K2-187 c,2.872042,3.89,1.8,3.67,333.51,5484,-0.21,0.98,0.92
K2-187 d,7.14921,10.2,3.17,1.76,333.51,5484,-0.21,0.98,0.92
K2-187 e,13.609878,6.26,2.38,2.55,333.51,5484,-0.21,0.98,0.92
K2-188 b,1.742169,2.39,1.35,5.34,452.9,5977,0.184,1.06,1.19
K2-188 c,7.810253,8.4,2.83,2.04,452.9,5977,0.184,1.06,1.19
K2-189 b,2.588309,2.92,1.52,4.57,243.93,5519,-0.239,0.94,0.87
K2-189 c,6.679195,6.8,2.5,2.39,243.93,5519,-0.239,0.94,0.87
K2-19 b,7.9194,28.5,7.74,0.334,292.14,5430,-0.305,0.93,0.86
K2-19 c,11.90715,15.9,4.86,0.94,292.14,5430,-0.305,0.93,0.86
K2-19 d,2.50856,14,1.14,51.4,292.14,5430,-0.305,0.93,0.86
K2-190 b,10.098858,2.41,1.357,5.3,161.42,5631,-0.086,0.9,0.91
K2-190 c,21.574023,1.34,1.093,5.64,161.42,5631,-0.086,0.9,0.91
K2-191 b,2.858646,3.12,1.579,4.36,289.57,5176,-0.356,0.9,0.84
K2-192 b,4.162817,2.92,1.52,4.57,223.99,5222,-0.384,0.9,0.81
K2-193 b,14.786889,14.8,3.95,1.32,416.91,5817,-0.111,1.01,0.98
K2-194 b,39.721386,12.9,3.642,1.47,640.65,5979,0.343,1.11,1.28
K2-195 b,15.852975,9.96,3.13,1.78,317.83,5713,-0.053,0.94,0.99
K2-195 c,28.482786,7.16,2.576,2.3,317.83,5713,-0.053,0.94,0.99
K2-196 b,48.324222,12.6,3.6,1.48,594.09,6045,0.644,1.16,1.54
K2-197 b,8.357881,7.08,2.56,2.32,249.59,5667,-0.119,1,0.93
K2-198 b,17.043179,15.9,4.119,1.25,110.91,5262,-0.403,0.84,0.78
K2-199 b,3.225338,4.16,1.87,3.5,107.97,4648,-0.768,0.73,0.68
K2-199 c,7.374694,8.15,2.78,2.08,107.97,4648,-0.768,0.73,0.68
K2-200 b,2.849883,2.43,1.364,5.26,185.09,5233,-0.443,0.86,0.79
K2-201 b,1.05979,2.54,1.4,5.09,199.05,5507,-0.276,0.96,0.88
K2-201 c,22.779878,10.8,3.286,1.67,199.05,5507,-0.276,0.96,0.88
K2-202 b,3.405164,5.91,2.302,2.66,302.99,5491,-0.335,0.97,0.91
K2-203 b,9.695101,2.45,1.371,5.23,166.93,5000,-0.485,0.79,0.76
K2-204 b,7.055784,9.51,3.046,1.85,586.87,5755,0.253,1.01,1.18
K2-205 b,26.672263,4.64,1.996,3.21,409.95,5890,0.194,0.95,1.08
K2-206 b,18.294549,8.22,2.795,2.07,246.14,5043,-0.435,0.79,0.76
K2-207 b,12.48749,7.3,2.606,2.27,366.84,5522,-0.173,0.94,0.93
K2-208 b,4.190948,3.46,1.679,4.02,258.76,5582,-0.214,0.93,0.86
K2-209 b,2.080615,0.586,0.869,4.92,76.67,4720,-0.588,0.74,0.71
K2-21 b,9.325038,4.04,1.84,2.7,83.85,4222.06,-1.026,0.68,0.65
K2-21 c,15.50192,6.76,2.49,5.4,83.85,4222.06,-1.026,0.68,0.65
K2-210 b,0.570233,0.474,0.819,4.75,177.39,5396,-0.249,0.91,0.85
K2-211 b,0.669558,2.46,1.375,5.2,274.39,5221,-0.386,0.88,0.82
K2-212 b,9.79551,6.9,2.52,2.37,109.32,4272,-0.91,0.67,0.65
K2-213 b,8.13087,2.9,1.514,4.59,394.05,5794,0.247,1.07,1.2
K2-214 b,8.596802,6.48,2.43,2.48,303.28,5854,0.196,1.05,1.27
K2-215 b,8.269648,5.16,2.124,2.96,408.67,5704,-0.026,1,0.97
K2-216 b,2.1748,8,1.75,8.2,115.94,4503,-0.721,0.7,0.72
K2-217 b,14.074524,12.5,3.579,1.5,386.01,5967,0.232,1.1,1.33
K2-218 b,8.679885,7.13,2.569,2.31,398.41,5757,-0.003,1.05,1.01
K2-219 b,3.901287,2.38,1.348,5.34,328.42,5753,0.151,1.02,1.19
K2-219 c,6.66767,2.66,1.438,4.91,328.42,5753,0.151,1.02,1.19
K2-219 d,11.137278,7.16,2.576,2.3,328.42,5753,0.151,1.02,1.19
K2-22 b,0.381078,444.962,2.5,,245.53,3830,-1.074,0.6,0.57
K2-220 b,13.683256,6.3,2.39,2.54,234.92,5660,-0.061,0.96,1.02
K2-221 b,2.399094,3.46,1.679,4.02,321.63,5716,-0.064,1.01,0.95
K2-222 b,15.387063,6.3,2.39,2.54,101.59,6058,0.139,1,1.09
K2-223 b,0.50565,0.64,0.89,4.99,201.1,5835,-0.035,1.06,0.99
K2-223 c,4.56327,3.09,1.57,4.39,201.1,5835,-0.035,1.06,0.99
K2-224 b,4.47904,3.05,1.56,4.41,277.7,5620,-0.241,0.91,0.84
K2-224 c,10.09489,6.39,2.41,2.51,277.7,5620,-0.241,0.91,0.84
K2-225 b,15.87209,12,3.49,1.55,360.3,5742,0.395,1.27,1.7
K2-226 b,3.27108,2.99,1.54,4.5,211.2,5424,-0.276,0.88,0.91
K2-227 b,13.621832,3.41,1.666,4.06,188.22,5673,-0.167,0.95,0.89
K2-228 b,2.69828,1.92,1.21,5.96,142.4,4715,-0.725,0.71,0.65
K2-229 b,0.58426,2.59,1.14,8.9,103.8,5315,-0.389,0.87,0.79
K2-229 c,8.32727,21.3,2.03,12.8,103.8,5315,-0.389,0.87,0.79
K2-230 b,2.86041,4.5,1.96,3.28,548.9,5945,0.317,1.11,1.39
K2-231 b,13.841901,6.8,2.5,2.39,295,5695,-0.112,1.01,0.95
K2-232 b,11.168454,126.49634,11.209,0.405,131.21,6154,0.238,1.19,1.16
K2-233 b,2.46746,2.54,1.398,5.11,67.64,4950,-0.523,0.8,0.74
K2-233 c,7.06142,2.34,1.335,5.4,67.64,4950,-0.523,0.8,0.74
K2-233 d,24.3662,7.46,2.64,2.23,67.64,4950,-0.523,0.8,0.74
K2-237 b,2.18056,508.528,18.495,0.44,458,6257,0.285,1.28,1.43
K2-238 b,3.20466,273.3338,14.572,0.56,453,5630,0.36,1.19,1.59
K2-239 b,5.24,1.37,1.1,5.66,49,3420,-1.796,0.4,0.36
K2-239 c,7.775,0.972,1,5.34,49,3420,-1.796,0.4,0.36
K2-239 d,10.115,1.37,1.1,5.66,49,3420,-1.796,0.4,0.36
K2-24 b,20.88977,19,5.4,0.64,171.39,5625,0.005,1.07,1.16
K2-24 c,42.3391,15.4,7.5,0.2,171.39,5625,0.005,1.07,1.16
K2-240 b,6.034,4.66,2,3.2,70,3810,-1.276,0.58,0.54
K2-240 c,20.523,3.89,1.8,3.67,70,3810,-1.276,0.58,0.54
K2-241 b,26.8199,7.04,2.55,2.33,149.6,5262,-0.446,0.71,0.75
K2-242 b,6.51389,6.99,2.54,2.34,109.6,3459,-1.75,0.38,0.37
K2-243 b,11.54182,5.35,2.17,2.88,269.2,6570,0.427,1.29,1.39
K2-243 c,24.94598,4.7,2.01,3.18,269.2,6570,0.427,1.29,1.39
K2-244 b,21.06884,3.71,1.75,3.8,214,5677,-0.118,0.86,0.92
K2-245 b,11.89307,17.4,4.34,1.17,463.4,5793,0.172,0.83,1.25
K2-246 b,5.76918,12,3.49,1.55,723.1,5610,-0.151,0.87,0.94
K2-247 b,2.25021,5.14,2.12,2.96,260.2,4667,-0.882,0.74,0.69
K2-247 c,6.49424,5.43,2.19,2.84,260.2,4667,-0.882,0.74,0.69
K2-248 b,7.17256,7.13,2.57,2.31,410.5,5528,-0.189,0.88,0.92
K2-249 b,12.409,8.2,2.79,2.07,528.3,6504,0.336,1.32,1.57
K2-25 b,3.484552,11.6,3.43,1.58,45.01,3180,-2.076,0.29,0.29
K2-250 b,4.01457,6.53,2.44,2.47,417.6,5172,-0.426,0.8,0.81
K2-251 b,9.30075,6.12,2.35,2.59,147.7,3717,-1.342,0.52,0.49
K2-252 b,13.81513,3.68,1.74,3.84,229.9,5152,-0.408,0.79,0.82
K2-253 b,4.00167,,12.67,,901.8,6027,-0.077,1.08,1.1
K2-254 b,4.09639,3.29,1.63,4.17,229.4,4629,-0.822,0.71,0.67
K2-254 c,12.11839,5.43,2.19,2.84,229.4,4629,-0.822,0.71,0.67
K2-255 b,1.96417,8.75,2.9,1.97,192.4,4676,-0.79,0.71,0.69
K2-256 b,5.52011,7.41,2.63,2.24,580.5,5219,-0.469,0.84,0.78
K2-257 b,1.60588,0.498,0.83,4.79,64.1,3725,-1.36,0.52,0.5
K2-258 b,19.0921,9.27,3,1.89,675.2,6351,0.272,1.21,1.31
K2-259 b,15.48043,5.99,2.32,2.64,422.1,6059,0.167,1.14,1.13
K2-26 b,14.5665,7.61,2.67,2.2,99.33,3785,-1.31,0.56,0.52
K2-260 b,2.6266657,451.3186,17.396,0.5,676.32,6367,0.543,1.39,1.69
K2-261 b,11.63344,70.87609,9.528,0.483,214.58,5537,0.372,1.1,1.65
K2-263 b,50.818947,14.8,2.41,5.7,163.23,5368,-0.26,0.88,0.85
K2-264 b,5.840002,5.61,2.231,2.78,187,3660,-1.45,0.5,0.47
K2-264 c,19.660302,7.6,2.668,2.2,187,3660,-1.45,0.5,0.47
K2-265 b,2.369172,6.54,1.71,7.1,139.22,5477,-0.197,0.92,0.98
K2-266 b,0.658524,11.3,3.3,1.77,77.16,4285,-0.823,0.69,0.7
K2-266 c,7.814,0.29,0.705,4.51,77.16,4285,-0.823,0.69,0.7
K2-266 d,14.697,9.4,2.93,2.03,77.16,4285,-0.823,0.69,0.7
K2-266 e,19.482,8.3,2.73,2.21,77.16,4285,-0.823,0.69,0.7
K2-268 b,2.151894,2.57,1.41,5.04,331.46,5068,-0.471,0.84,0.78
K2-268 c,9.326841,7.7,2.69,2.17,331.46,5068,-0.471,0.84,0.78
K2-269 b,4.144965,3.09,1.57,4.39,362.07,6209,0.436,1.16,1.45
K2-27 b,6.771315,30.9,4.48,1.87,251.43,5248,-0.274,0.87,0.89
K2-270 b,1.543069,2.48,1.38,5.19,283.53,4877,-0.558,0.85,0.77
K2-270 c,4.400028,9.01,2.95,1.93,283.53,4877,-0.558,0.85,0.77
K2-271 b,8.562421,41.8,7.28,0.595,571.47,5644,-0.073,0.83,0.99
K2-272 b,14.453533,8.8,2.91,1.96,426.57,5419,-0.316,0.81,0.81
K2-273 b,11.716332,17.9,4.42,1.14,310.6,5200,-0.36,0.9,0.84
K2-274 b,14.129714,5.48,2.2,2.83,232.82,5065,-0.52,0.81,0.74
K2-275 b,3.280961,5.65,2.24,2.76,124.09,4812,-0.609,0.79,0.73
K2-275 c,8.438756,6.08,2.34,2.61,124.09,4812,-0.609,0.79,0.73
K2-276 b,18.718269,13.7,3.77,1.4,489.88,5139,-0.443,0.82,0.85
K2-277 b,6.326763,4.94,2.07,3.06,113.53,5741,-0.063,1.02,0.97
K2-278 b,3.334966,9.17,2.98,1.9,804.13,6747,0.394,1.4,1.61
K2-279 b,7.122605,1.92,1.21,5.96,183.8,5558,-0.224,0.79,0.86
K2-28 b,2.260455,5.99,2.32,2.64,63.11,3214,-2.1,0.26,0.29
K2-280 b,19.895202,45.6,7.67,0.555,396.9,5742,0.14,1.11,1.28
K2-281 b,8.687721,50.9,8.18,0.511,466.11,4812,-0.647,0.82,0.76
K2-282 b,4.169836,8.35,2.82,2.05,502.28,5523,-0.215,0.95,0.94
K2-283 b,1.921036,12.2,3.52,1.54,408.24,5060,-0.524,0.89,0.82
K2-284 b,4.795069,8.15,2.78,2.08,107.6,4140,-1.013,0.63,0.61
K2-285 b,3.471745,9.68,2.59,3.07,155.65,4975,-0.422,0.83,0.79
K2-285 c,7.138048,15.68,3.53,1.95,155.65,4975,-0.422,0.83,0.79
K2-285 d,10.45582,6.5,2.48,,155.65,4975,-0.422,0.83,0.79
K2-285 e,14.76289,10.7,1.95,,155.65,4975,-0.422,0.83,0.79
K2-286 b,27.359,5.06,2.1,3,76.32,3926,-1.046,0.64,0.62
K2-287 b,14.893291,100.11645,9.494,0.643,159.05,5695,-0.108,1.06,1.07
K2-288 B b,31.393463,4.27,1.9,3.42,65.72,3341,-1.93,0.33,0.32
K2-289 b,13.156969,61,9.1,0.445,270.7,5529,-0.505,0.95,1.02
K2-29 b,3.2588321,232.0159,13.339,0.53,179.39,5358,-0.453,0.94,0.86
K2-290 b,9.21165,10.9,3.06,4.1,274.99,6302,0.42,1.19,1.51
K2-290 c,48.36685,246.00042,11.276,1.01,274.99,6302,0.42,1.19,1.51
K2-291 b,2.225177,6.49,1.589,8.84,90.29,5520,-0.166,0.93,0.9
K2-3 b,10.05449,8.1,2.18,4.32,44.13,3896,-1.19,0.6,0.56
K2-3 c,24.64354,2.1,1.85,1.82,44.13,3896,-1.19,0.6,0.56
K2-3 d,44.55983,7.5,1.51,17.5,44.13,3896,-1.19,0.6,0.56
K2-30 b,4.098503,184.02357,11.646,0.64,336.26,5425,-0.256,0.9,0.84
K2-31 b,1.25785,563.83042,11.882,1.85,110.87,5280,-0.231,0.91,0.78
K2-32 b,8.99213,16.5,5.13,0.67,158.39,5275,-0.488,0.86,0.84
K2-32 c,20.6602,12.1,3.01,2.7,158.39,5275,-0.488,0.86,0.84
K2-32 d,31.7154,10.3,3.43,1.38,158.39,5275,-0.488,0.86,0.84
K2-33 b,5.424865,1175.971,5.04,,139.8,3540,-0.824,0.56,1.05
K2-34 b,2.995633,539.67534,13.96,0.94,352.34,6071,0.385,1.15,1.44
K2-35 b,5.608352,4.38,1.93,3.35,254.43,4402.71,-0.803,0.7,0.62
K2-35 c,2.399964,2.3,1.32,5.5,254.43,4402.71,-0.803,0.7,0.62
K2-36 b,1.42266,2.3,1.32,5.5,110.09,4924,-0.592,0.8,0.74
K2-36 c,5.34059,8.25,2.8,2.07,110.09,4924,-0.592,0.8,0.74
K2-37 b,4.44117,3.22,1.61,4.24,180.86,5413,-0.469,0.9,0.85
K2-37 c,6.42904,8,2.75,2.11,180.86,5413,-0.469,0.9,0.85
K2-37 d,14.09189,7.9,2.73,2.13,180.86,5413,-0.469,0.9,0.85
K2-38 b,4.01593,19.0698,1.906,17.5,193.71,5757,0,2.24,1.38
K2-38 c,10.56103,9.9,2.42,3.6,193.71,5757,0,2.24,1.38
K2-39 b,4.60543,28.6047,6.277,0.5,310.14,4881,0.674,0.66,2.97
K2-4 b,10.003417,5.06,2.1,3,233.37,4014.73,-0.986,0.64,0.57
K2-42 b,6.68796,5.27,2.15,2.91,401.36,4613,-0.703,0.7,0.64
K2-43 b,3.471341,20.2,4.75,1.04,183.48,3889.72,-1.212,0.6,0.59
K2-44 b,5.65688,7.85,2.72,2.14,483.19,5912,0.43,1.15,1.58
K2-45 b,1.7292684,36.4,6.71,0.662,502.34,4103,-0.74,0.5,0.45
K2-46 b,19.1541,4.86,2.05,3.1,454.93,6256,0.413,0.96,1.29
K2-47 b,31.6372,4.23,1.89,3.44,353.38,5054,-0.482,0.75,0.76
K2-48 b,20.5065,5.65,2.24,2.76,316.61,4899,-0.657,0.77,0.73
K2-49 b,2.77065,4.38,1.93,3.35,463.06,4175,-0.774,0.51,0.45
K2-5 b,5.73594,4.31,1.91,3.4,204.12,3930,-1.083,0.61,0.57
K2-5 c,10.93241,5.73,2.26,2.73,204.12,3930,-1.083,0.61,0.57
K2-50 b,8.7529,3.15,1.59,4.31,259.33,4326,-0.874,0.61,0.55
K2-52 b,3.535055,45700,18,43.1,1041.7,7147,0.027,1.69,2.19
K2-53 b,12.20772,7.27,2.6,2.27,139.1,5263,-0.633,0.85,0.81
K2-54 b,9.7843,1.6,1.15,5.78,175.84,3798,-1.011,0.42,0.38
K2-55 b,2.849258,14,3.82,1.38,160.26,4456,-0.821,0.7,0.63
K2-57 b,9.0063,5.06,2.1,3,266.23,4434,-0.83,0.68,0.62
K2-58 b,7.05254,7.65,2.68,2.18,182.69,5413,-0.412,0.89,0.86
K2-58 c,2.53726,3.26,1.62,4.21,182.69,5413,-0.412,0.89,0.86
K2-58 d,22.8827,3.57,1.71,3.92,182.69,5413,-0.412,0.89,0.86
K2-59 b,20.6921,6.39,2.41,2.51,314.09,5055,-0.66,0.77,0.73
K2-59 c,11.2954,5.9,2.3,2.66,314.09,5055,-0.66,0.77,0.73
K2-6 b,30.94191,6.8,2.5,2.39,319.59,5850,-0.12,0.97,0.96
K2-60 b,3.00265,135.39558,7.656,1.7,498.7,5500,0.24,0.97,1.12
K2-61 b,2.57302,6.71,2.48,2.42,410.35,6293,-0.036,1.21,1.36
K2-62 b,6.67202,5.22,2.14,2.93,112.83,4880,-0.781,0.77,0.73
K2-62 c,16.1966,5.22,2.14,2.93,112.83,4880,-0.781,0.77,0.73
K2-63 b,20.257,10.5,3.22,1.73,524.41,6771,0.219,1.4,1.63
K2-64 b,6.53044,4.94,2.07,3.06,506.87,5312,-0.265,0.74,0.73
K2-65 b,12.6475,3.12,1.58,4.35,78.06,5213,-0.328,0.87,0.84
K2-66 b,5.06963,21.3,2.49,7.8,520.43,5887,0.506,1.11,1.67
K2-68 b,8.05428,3.12,1.58,4.35,169.47,4746,-0.673,0.73,0.68
K2-69 b,7.06599,5.99,2.32,2.64,181.63,4127,-1.2,0.55,0.49
K2-7 b,28.67992,7.61,2.67,2.2,754.64,5772,0.405,0.97,0.96
K2-70 b,13.97896,8.7,2.89,1.98,234.47,5622,-0.457,0.94,0.93
K2-71 b,6.98541,5.27,2.15,2.91,153.86,4006,-1.38,0.48,0.43
K2-72 b,5.577212,1.28,1.08,5.58,66.56,3360.47,-1.9,0.27,0.33
K2-72 c,15.189034,1.65,1.16,5.81,66.56,3360.47,-1.9,0.27,0.33
K2-72 d,7.760178,1.01,1.01,5.39,66.56,3360.47,-1.9,0.27,0.33
K2-72 e,24.158868,2.21,1.29,5.66,66.56,3360.47,-1.9,0.27,0.33
K2-73 b,7.49543,6.57,2.45,2.45,271.27,5922,0.054,1.05,1.06
K2-74 b,19.5666,5.95,2.31,2.65,381.85,6060,0.06,0.96,0.98
K2-75 b,7.8142,7.61,2.67,2.2,570.86,5995,0.349,1.16,1.56
K2-75 c,18.311,8.1,2.77,2.09,570.86,5995,0.349,1.16,1.56
K2-77 b,8.199796,603.877,2.3,,142.31,4970,-0.5,0.8,0.76
K2-79 b,10.99573,13.2,3.69,1.44,257.9,5926,0.018,1.06,1.28
K2-8 b,10.35239,12.5,3.58,1.5,407.93,4870,-0.583,0.78,0.74
K2-8 c,5.06416,6.39,2.41,2.51,407.93,4870,-0.583,0.78,0.74
K2-80 b,19.0918,4.7,2.01,3.18,201.96,5441,-0.432,0.9,0.87
K2-80 c,5.605,2.76,1.47,4.77,201.96,5441,-0.432,0.9,0.87
K2-80 d,28.867253,7.04,2.552,2.33,201.96,5441,-0.432,0.9,0.87
K2-81 b,6.102325,4.54,1.97,3.26,254.14,4674.13,-0.761,0.75,0.63
K2-83 b,2.74697,2.08,1.244,5.94,125.98,3910,-1.42,0.48,0.42
K2-83 c,9.99767,2.8,1.483,4.72,125.98,3910,-1.42,0.48,0.42
K2-84 b,6.4215,6.39,2.41,2.51,287.23,5652,-0.423,0.95,0.93
K2-84 c,27.86,4.78,2.03,3.14,287.23,5652,-0.423,0.95,0.93
K2-85 b,0.684533,1.01,1.01,5.39,97.49,4268,-0.837,0.57,0.51
K2-86 b,8.77683,4.5,1.96,3.28,260.61,5482,-0.386,0.79,0.76
K2-87 b,9.726618,44.9,7.6,0.562,503.6,5747,-0.098,1.16,1.4
K2-88 b,4.6122,2.04,1.23,6.02,110.91,3537,-2.03,0.26,0.26
K2-89 b,1.096026,0.17,0.615,4.02,86.25,3691,-1.77,0.35,0.32
K2-9 b,18.4498,5.69,2.25,2.74,83.16,3390,-1.921,0.3,0.31
K2-90 b,13.733314,7.27,2.6,2.27,134.9,4484,-0.968,0.63,0.62
K2-90 c,2.900706,2.24,1.3,5.6,134.9,4484,-0.968,0.63,0.62
K2-91 b,1.419549,1.37,1.1,5.66,62.69,3622,-1.9,0.29,0.28
K2-95 b,10.134016,10.99,3.88,1.03,180.63,3548,-1.635,0.44,0.42
K2-97 b,8.406726,152.5584,10.61,0.702,869.76,4717,0.919,1.2,4.47
K2-98 b,10.136448,32.2,5.2,2.15,526.31,6172,0.489,1.2,1.57
K2-99 b,18.251985,308.2951,11.73,1.05,522.29,6217,0.931,1.63,2.63
KELT-1 b,1.217514,8654.15,12.442,24.7,262,6518,0.542,1.32,1.46
KELT-10 b,4.1662739,215.80657,15.681,0.308,183,5948,0.217,1.11,1.21
KELT-11 b,4.7361,54.34893,15.132,0.093,98,5375,0.753,1.44,2.69
KELT-12 b,5.031623,301.9385,19.952,0.209,360,6279,0.892,1.59,2.37
KELT-14 b,1.7100566,408.09372,19.537,0.322,266,5720,0.344,1.24,1.52
KELT-15 b,3.32944,416.3573,19.504,0.36,291,6003,0.47,2.06,1.78
KELT-16 b,0.9689951,874.0325,15.861,1.2,450.28,6236,0.401,1.21,1.36
KELT-17 b,3.0801716,416.3573,17.094,0.46,210,7454,0.876,1.64,1.65
KELT-18 b,2.8717518,375.0394,17.598,0.377,311,6670,0.813,1.52,1.91
KELT-19 A b,4.6117093,1293.5681,21.409,0.744,302.8,7500,0.978,1.62,1.83
KELT-2 A b,4.11379,540.311,15.132,0.857,134.57,6327,0.689,1.54,1.93
KELT-20 b,3.4741085,1074.90106,19.515,0.806,139.7,8720,1.104,1.76,1.56
KELT-21 b,3.6127647,1242.7153,17.777,1.24,415,7598,0.905,1.46,1.64
KELT-3 b,2.70339,616.5902,17.486,0.75,178,6304,0.608,1.96,1.7
KELT-4 A b,2.9895932,286.68266,19.044,0.228,210,6206,0.535,1.2,1.6
